frequency, decay constant, Q, amplitude, phase, error
-7.75985, 1.330118e+00, 18.3279, 0.107814, 3.05806, 3.777341e-02
-3.02612, 1.699229e-01, 55.9479, 0.120879, -1.987, 6.132702e-04
-1.00899, 9.932036e-02, 31.9153, 0.498583, -1.99658, 3.470534e-04
1.00914, 9.686671e-02, 32.7285, 0.497967, 1.99705, 3.706715e-04
3.0262, 1.839949e-01, 51.6704, 0.121679, 1.98763, 5.436838e-04
7.06466, 2.183650e-01, 101.638, 0.0913469, 0.982188, 3.197995e-04
