frequency, decay constant, Q, amplitude, phase, error
-7.08908, 6.493838e-01, 34.2956, 0.121393, -1.05623, 5.184514e-03
-3.02955, 2.044884e-01, 46.5435, 0.12466, -1.99772, 1.396349e-04
-1.00982, 1.005158e-01, 31.5616, 0.499661, -1.99913, 1.450249e-04
1.00985, 9.998721e-02, 31.7295, 0.499532, 1.99924, 1.469819e-04
3.02931, 1.974962e-01, 48.1876, 0.124242, 1.99701, 2.015192e-04
7.06924, 2.055423e-01, 108.049, 0.0980864, 0.995673, 1.108081e-04
