frequency, decay constant, Q, amplitude, phase, error
-7.53869, -7.943532e-01, -29.8148, 0.00510012, 2.85522, 1.671724e-02
-3.01287, 1.890623e-01, 50.0641, 0.102685, -1.99027, 1.159805e-04
-1.00464, 9.780383e-02, 32.2704, 0.488832, -1.99825, 9.312573e-05
1.00466, 1.008050e-01, 31.3102, 0.490386, 1.99833, 7.256160e-05
3.0142, 2.022135e-01, 46.8286, 0.104106, 1.99867, 6.501860e-05
7.03522, 2.006373e-01, 110.158, 0.0276621, 1.0171, 3.972480e-06
