frequency, decay constant, Q, amplitude, phase, error
-3.01777, 1.076573e-01, 88.0628, 0.112828, -1.96074, 1.492779e-03
-1.00719, 9.345925e-02, 33.8564, 0.495016, -1.99105, 2.924389e-04
1.00713, 9.198599e-02, 34.3965, 0.494565, 1.99093, 2.022910e-04
3.01689, 1.618040e-01, 58.5762, 0.115707, 1.95945, 2.622583e-04
7.05279, 2.784173e-01, 79.5819, 0.0758122, 0.947357, 2.466087e-04
